"intCommonNameID","intBiotaID","vchrCommonName","intRefID","vchrRefPage","txtNotes","GUID"
"2694","55887","PANAMA DISEASE","","","","{977B8290-E242-41FD-A81A-0BA55AE5B1C8}"
"2699","55889","WITHER","","","","{40608691-F7A6-4EC0-A7AD-7D1D3419B39F}"
"2710","55897","MINOR ROOT ROT","","","","{06FFDF3C-F103-462A-97A3-C5CADC0838DE}"
"2711","55897","ROOT NECROSIS","","","","{34240595-8C38-447C-B380-C5EC1CD49568}"
"2742","55919","ROOT ROT","","","","{CA88563C-4A34-4AF8-BAC4-E30BD63388F2}"
"2758","55937","PINK MOULD","","","","{91C7DDDE-1304-4314-A5D9-940693F55B61}"
"2759","55936"," ","","","","{09C02193-89DD-4FA7-9F4A-D8A32DA44DD7}"
"2760","55936","ROOT ROT","","","","{5C5C3872-0DFB-4CF3-84F1-24163140F6A3}"
"2775","55955","BITTER ROT","","","","{8882B4FB-8F71-4B9A-B405-BA8677D428BB}"
"2776","55955","BROWN BLIGHT","","","","{D2D80ED9-F847-46AD-9E82-80A9302ECC16}"
"2777","55955","CANKER","","","","{1467E742-FD7D-41CC-A14B-B26F71994661}"
"2778","55955","LEAF SPOT","","","","{E7DE6AA4-7A61-4B04-9957-6B87878D9922}"
"2786","55964","FRUIT ROT","","","","{E608639F-7CCF-4CDF-B4EE-1324E6DF286E}"
"2800","55978","PHYLLOSTICTA ROT","","","","{6E751ED3-4E07-4828-95AD-04525EF8FDAC}"
"2801","55980","PEAR-JUNIPER RUST","","","","{3F2B4EAA-0482-4B4A-B07F-A291E882C761}"
"2802","55980","RUST","","","","{BD322E28-E86D-4C7E-87FE-B8D77F6F02A5}"
"2825","56012","SOOTY MOULD","","","","{381E7FAE-882D-4A61-8DD2-D173EDC3BDC0}"
"2826","56014"," ","","","","{A261FCD1-215D-4EA3-9C42-E21F54BC856B}"
"2843","56039"," ","","","","{D08F3D86-2F2A-4130-84D5-83D2E9189DA1}"
"2850","56045","VALSA CANKER","","","","{F03A83EF-815A-424A-9B40-C5C9E119BEBC}"
"2860","56056","LEAF SPOT ON MANGOS","","","","{41080B56-8355-4020-9459-E6F25BC82F4B}"
"2861","56061","COAL ROT","","","","{4B935AB7-34EC-4D23-BE2B-E1E73CA12F64}"
"2867","56062","SEEDLING BLIGHT","","","","{ED1740BE-0F97-4E65-B881-0DC5BC2CA2C5}"
"2868","56062","STEM ROT","","","","{D12BF3DA-4490-4128-B26A-3A2ED6623C43}"
"2875","56070","PERMANENT APPLE APHID","","","","{08431E58-04AC-4845-AADD-C7F4E9081167}"
"2901","56105"," ","","","","{A613692E-58A4-4E86-81EB-A2082EB9450A}"
"2910","56121","BROWN ROT","","","","{8362117E-851E-4768-8331-C72BEA17B664}"
"2911","56121","TWIG CANKER","","","","{A70F154B-C57C-49CD-86F6-F1B112BE17EB}"
"2919","56128","SCURF","","","","{BDC3747B-2E99-467D-BF44-850702F70BF9}"
"2927","56136","LEAF SPOT","","","","{E6C70089-52D8-469D-9052-2422AD07F61B}"
"2928","56137","BLACK SEED","","","","{059F2C41-EC44-4B27-BE35-EECCCD103DFF}"
"2933","56139","GREASY SPOT","","","","{556ECEC1-3B75-495C-B255-44FF5D89415A}"
"2934","56139","YELLOW SPOT","","","","{E5C3E9CE-74B6-4C3C-B44A-6A785894E28A}"
"2942","56145","FRUIT SPOT","","","","{A898D40C-A291-41F9-9695-78A10645ADD6}"
"2961","56163","CANKER","","","","{7F055C20-4130-4395-AD94-F96620890D7B}"
"2962","56163","CORAL SPOT","","","","{6577CA8C-BF93-4A73-A307-EF743B83E0D8}"
"2970","52217","COLLAR ROT","","","","{824073BE-FE0D-4BC3-A806-DBDC95D7C9D4}"
"2975","56173","LEAF SPOT","","","","{9E505A91-9AC0-4CCA-B83C-AD4B817E4BBA}"
"2976","56173","MINUTE LEAF","","","","{66FABA5C-CCE6-42C9-B11D-62B91A0F5CC3}"
"2994","56195","PENICILLIUM ROT","","","","{CDE7525E-2769-4674-9F2C-BEE9B4FDAB8C}"
"2995","56196","BLUE MOULD","","","","{CB594A8B-335B-4748-B988-DCA00C3968B5}"
"3002","56211","DOWNY MILDEW","","","","{53B4B2B7-667D-4995-8E06-9A9B0BABA548}"
"3059","56265","RIPE ROT","","","","{20FEDBB3-B3C3-4D01-81CC-DFE3DF7109E6}"
"3067","56272","CASTOR WHITEFLY","","","","{D06F6409-33A1-4605-B8D6-0AA175A1A996}"
"3068","56273","PHOMA SPOT","","","","{E30C3380-B990-4DAB-AD88-817C430F5EE9}"
"3085","56287","GLUME BLIGHT","","","","{26E4B265-B926-4A2E-8516-08FD3B1CE777}"
"4110","99033"," ","","","","{398DB504-AC37-4135-9790-A8733FE95326}"
"4111","57417","YELLOW JASSID","","","","{A9099A87-3FEA-4F1C-AE30-CAC9DDAAD701}"
"4116","73546","PERIODICAL CICADA","","","","{FE86EAAC-E841-40C3-A338-539E261DC052}"
"4119","57432","LARGE BROWN CICADA","","","","{A3B47C55-94F3-46C5-B6A3-87E772C02633}"
"2727","55867","ROOT ROT","","","","{D30862E5-82BB-4C6E-9B56-F398EED84637}"
"2728","55867","STEM ROT","","","","{1910347D-8C94-4BA6-B8E3-38F22C83A2D9}"
"2733","55909","RIPE SPOT","","","","{A68F2B23-F7BA-429F-AFD5-AEF9FB646A8A}"
"2734","55907","FUSICOCCUM CANKER","","","","{0C4D1580-555B-4443-97B0-8F9A00B0BE16}"
"2750","55931","FRUIT ROT","","","","{174BB4E3-8B6A-4214-BFF5-DC2683372D27}"
"2751","55931","FUSARIUM SETT","","","","{935BD121-7AA2-4853-94CC-1AAB303E590A}"
"2752","55931","KNIFE CUT","","","","{DAA2AC32-F8C4-49DC-BFFF-73CBB3621873}"
"2753","55931","POKKAH BOENG CHLOROSIS","","","","{9B668AF6-8967-4415-895C-73420228F320}"
"2767","55949","ANTHRACNOSE","","","","{9C6AD9AE-A068-4E63-B765-C96B64B52A7B}"
"2768","55950","ANTHRACNOSE","","","","{736F52EE-DF74-4D0B-A251-EDEA1A3BAD47}"
"2769","55950","FRUIT ROT","","","","{2C410682-D1A8-487D-AC08-9E9E83065D82}"
"2783","81739"," ","","","","{23280435-86C2-4EFF-A7BB-C8B5D195E94F}"
"2794","55973","BITTER ROT","","","","{3EDD49EF-7DF4-4950-BC20-028440B53426}"
"2795","55974","BLACK ROT","","","","{8E362702-C4A3-4BDC-8F95-ABBC9349C144}"
"2803","55981","PEAR-JUNIPER RUST","","","","{5100CF12-8A0F-41CF-869D-D0D5D2A335EF}"
"2810","55984","LEAF RUST","","","","{2CAFD9F2-6333-4FCE-BEF8-CB35DBEEF445}"
"2811","55990","VIOLET ROOT ROT","","","","{964E4662-CD7A-43F9-A91E-64A6E2C8E799}"
"2816","55999","HENDERSONIA ROT","","","","{9DD6149D-8428-471A-895D-74BF58D377B7}"
"2818","55998","CANKER","","","","{9AEBFB13-44B9-45C5-B769-A1A74C79EABB}"
"2819","55998","DIEBACK","","","","{D786FDB5-7CDA-439A-8E3F-3A6455DB9F34}"
"2827","56016","ANGULAR LEAF SPOT","","","","{38782CF6-9467-4C5F-B98F-839BBA3D912E}"
"2828","56016","LEAF SPOT","","","","{F4CA4ECF-6F29-4F0A-82D8-2BA9696A4DC0}"
"2844","56040","LEAF SPOT","","","","{06BF87E5-165F-4C9A-AC77-190DC904C1B5}"
"2845","56040","SENKO-BYO (JAPAN)","","","","{2B6FC79B-7AA8-4052-BE50-47B99000D4B2}"
"2853","56048","POWDERY MILDEW","","","","{9C64C965-0895-4394-A4D2-5DA341464E1F}"
"20866","84339","-","","","","{132027B2-8631-46A6-B33F-71B877738635}"
"20974","84440","EASTERN WHITE PINE","","","","{C2347859-A4D0-4D61-8B48-AD7E5FA724DD}"
"20975","84440","WEYMOUTH PINE","","","","{3AA9BBFF-70B5-46D2-9184-7E7177E89A8B}"
"20976","84440","WHITE PINE","","","","{F50A6CD4-9C61-48D8-862F-8DCE3CC85766}"
"21076","84524","EGLANTINE","","","","{921650B8-35B9-43D1-B1F2-6B91D84A6712}"
"21124","84566","COAST REDWOOD","","","","{02CA4F35-34A0-4A42-91B5-5920276E4E1E}"
"21125","84566","REDWOOD","","","","{6E04FD85-56C6-4B64-8950-EC1C3A73EFD1}"
"21860","85308","RED GINGER","","","","{E3057F07-0273-4FA0-923A-BDBC7902CC84}"
"19662","83051","ROBUSTA COFFEE","","","","{D9F13F95-6577-43E4-AA24-FCD5F3F466FC}"
"20873","84347","SPEARMINT","","","","{580AF559-77CE-4482-BA1C-30D2384CD0DF}"
"22736","86245","-","","","","{68C6EFB6-80FE-4200-9CD7-76808A255C70}"
"22768","83445","PALAS","","","","{8A60AA31-D6A3-4FA9-A90A-39AABD51E486}"
"22835","86364","RED STEM FIG","","","","{CFE3066D-0AE8-42EF-A3DE-6CFA0CF2298F}"
"22892","86414","MINIATURE DATE PALM","","","","{EFD909EC-0E81-4497-B7EE-BAB5E23908FD}"
"22893","86414","PYGMY DATE PALM","","","","{FCAF2A35-3EE9-4927-94CA-DF3F6AD44CBA}"
"22894","86414","ROEBELIN PALM","","","","{713F9B92-D091-43DF-AA08-656A999CA8F5}"
"20886","84360","CUT LEAF PHILODENDRON","","","","{20F75A63-A9E0-4A48-A17D-B252A0F428A9}"
"20887","84360","HARPÓN","","","","{79482324-D98F-408C-B0C6-F65E36583880}"
"20888","84360","MEXICAN BREADFRUIT","","","","{DBF5B10A-2793-4807-88EE-AA3634361F0B}"
"20889","84360","SWISS CHEESE PLANT","","","","{3F8BD6E0-B875-496A-AD1B-99832F5CDE4E}"
"20995","84454","STAGHORN FERN","","","","{38C0EB3F-149B-457F-900C-FAE1615556C6}"
"21212","84653","GIANT SWAMP TARO","","","","{8F1CC3EB-4F97-4F75-8A62-56E23FC218E3}"
"21213","84653","SWAMP TARO","","","","{F3ED5E5E-018A-4D9C-A3AA-0AC56008BAEC}"
"21214","84654","MALANGA BLANCA","","","","{1D2D179A-7D31-4A5E-BEF3-28FB83962930}"
"21215","84654","TANNIA","","","","{55402286-83D1-4EA7-A79F-8CAFE96479A0}"
"21441","84895","ROCK ROSE","","","","{78131A99-3D3F-44BE-AEAD-DE3CBBE070D0}"
"22813","86347","WAMPI","","","","{90C791B1-2A1D-4B81-BFBE-D090C7EDFB53}"
"22891","86414","DWARF DATE PALM","","","","{C701CC96-67B6-413E-9187-D38E461B4DB7}"
"21493","84941","NUT PALM; AUSTRALIAN NUT PALM","","","","{C12FF3FA-DDC9-4072-A7AA-E42BCD924621}"
"21618","85077","JABOTICABA","","","","{29EFD212-3AC0-4BB3-B3EE-07C8077F7B8B}"
"19495","82897","WAIT-A-WHILE PALM","","","","{3077F2FC-E40D-43EA-B551-572606D9D7A7}"
"19506","82912","CAOUTCHOUC TREE","","","","{F9241AF0-18D3-4F1B-891E-95C29B8B7A5C}"
"19507","82912","PARA RUBBER TREE","","","","{F2DFBC5F-50C6-4C0D-BE0C-B86C56C689A6}"
"27043","97060","<New1>","0","","Is this Aichi virus, if so it is placed in Kobuvirus in the Picornaviridae - GRBrown July 2003","{B5D21657-3920-4A7E-B278-87C7DD7ACA2A}"
"2859","56058","MACROPHOMA ROT","","","","{26A6C4B2-C4EC-4F11-8E93-E3D632751CB2}"
"2870","56066","CORM ROT","","","","{203AA045-B590-4FD5-A28F-4243D5E44D00}"
"2883","56067","RAMBUT KUDA FUNGUS","","","","{7C92D6EA-1CF1-43AD-A29F-E160699F6D41}"
"2884","56067","SHEATH ROT","","","","{263E3874-B448-431F-A921-08E0DD3CA525}"
"2885","56067","THREAD BLIGHT","","","","{881303C7-E49B-40FE-8FB8-748D22B78E43}"
"2908","56116","SOOTY MOULD","","","","{4746EE0B-8D68-41E0-ACF2-B70AA1B67AA6}"
"2912","56123","BROWN ROT","","","","{51CDE666-BAE4-41A3-9D13-AA2319971024}"
"2917","56126","BLIGHT","","","","{ED4458B8-F361-4925-8E79-A96115DF6EA2}"
"2918","56126","MUMMY BERRY DISEASE","","","","{B67E66F0-B70F-4BFF-8B04-86FDB333EA96}"
"2925","55876","MUCOR ENDROT","","","","{9ED1B11E-5669-4AE7-959D-3B75F67BD070}"
"2926","55876","STEM  ENDROT","","","","{C5954066-3EB0-4F26-BBC4-C206A22D003B}"
"2935","56140","SPECKLE","","","","{8E2C6AB6-94D4-4585-8FF3-262D452C357B}"
"2936","56141","BANANA LEAF SPOT DISEASE","","","","{CF33337F-177F-4B25-A2DE-078D6C92BDD6}"
"2937","56141","YELLOW SIGATOKA","","","","{A70908BE-410B-48FC-AB8D-44239768946D}"
"2953","56152","LEAF SPOT","","","","{D6EEF6FC-DFD1-4351-8B7B-B1ED8E6D64B4}"
"2967","56166","PEDICEL FRUIT ROT","","","","{DA963DF6-61F5-48FF-9A57-05E5EE39DC93}"
"2968","56166","ROOT ROT","","","","{508FA53A-3409-4C04-A38F-3DCF88773CB5}"
"2977","56176","BLACK END","","","","{E47E2A5D-FFC2-4485-8C90-C01E1807FDA8}"
"2978","56176","GRAIN SPOT","","","","{F9C33F71-917F-46E0-A4E4-23F69DB3F079}"
"2985","56183","POWDERY MILDEW","","","","{9280B3FC-16D3-4D82-A599-B00A7EF56FAD}"
"3000","56207","JAVA DOWNY MILDEW","","","","{17FEA602-281F-4E10-BB54-C06D7F060052}"
"3001","56208","DOWNY MILDEW","","","","{19A0DC85-D3B4-4279-B4E2-E9FFDBB7D4D2}"
"3017","56218","LEAF SPOT","","","","{B41122BF-6675-4C7B-A479-1BE558820491}"
"3025","53101","GREY BLIGHT OF TEA","","","","{B31F43FD-0BC5-4B7C-A650-ADA3F66CD7FA}"
"3028","56235","ANTHRACNOSE","","","","{D7306C6A-1D2C-4684-A9BE-79A793F33E84}"
"3029","56235","BULLS-EYE ROT","","","","{2284314D-B5C7-41FF-A140-704BDED6740B}"
"3034","56241","RUST","","","","{F5EC90DB-1EDD-4EED-BCDD-653E16BA0DB4}"
"3035","56242","SOYBEAN RUST","","","","{AB122E13-FC1F-4AC4-8AB4-3A724C4F768F}"
"3042","56249","BROWN ROOT FUNGUS","","","","{12BBAA48-E026-4B6B-8823-B08318E73AC7}"
"3043","56250","WOOD ROT","","","","{50DFD6E7-D106-4038-81E6-DEAD56C014B1}"
"3061","56267","LEAF SPOT","","","","{C84D3D47-5A27-46A0-A7A8-BA6CCD267F11}"
"3062","56267","STEM SPOT","","","","{0BDCBC5A-C877-4B62-9844-9E7211BCC69A}"
"3069","56274","BLACK BASAL STEM","","","","{594E9515-24B9-42AD-8993-E17247970D80}"
"3079","56283"," ","","","","{66A408E1-3553-49C9-98F0-97D83AD60632}"
"3093","56294","CANKER","","","","{A0B52BF9-0A71-49DC-B080-5E6DD95D34DF}"
"3136","56334","APPLE BLOTCH","","","","{F8D3277E-4883-4D8E-9BDD-BE504DF825AD}"
"3137","56334","FRUIT BLOTCH","","","","{AE52EB88-535A-48EE-A068-4728C42E58E7}"
"3151","56349","BLISTER CANKER","","","","{148D694A-8B48-49EA-84A9-C3EBB7F942DC}"
"3152","56349","PHYSALOSPORA CANKER","","","","{8EAB81D0-965B-4F1F-840E-43B18631CE8A}"
"3153","56349","RING SPOT","","","","{753C2A7D-9DC3-4051-BEEB-248BDFFCE6B2}"
"3154","56349","WART BARK","","","","{9AC96891-1623-4022-BB87-3D3C2A5154ED}"
"3159","56343","OPPORTUNISTIC ROT","","","","{DD977926-A802-48FD-8C07-507105981024}"
"3160","56343","STORAGE ROT","","","","{CD78FAD3-4AAB-4B50-8B9C-86E2A1E22B2B}"
"3161","56352","RED ROT","","","","{35698F64-C3F7-4609-A5D2-64E78166DDB6}"
"2527","55697"," ","","","","{7BED2B3E-9855-4708-9085-0CF2C7E6BF83}"
"2550","55733","SHEATH NET BLOTCH","","","","{2E4A35F7-2952-4036-AB7F-3B2560D190F9}"
"2551","100931","ROOT ROT","","","","{8A57A2CF-18C2-44DB-826D-507FE2E7EF1E}"
"2559","55740","BARK CANKER","","","","{F93A0C12-94E2-417E-9D02-360FF02C53E6}"
"2560","55740","CANKER","","","","{64CEC512-2247-4942-A445-CB38320B06A7}"
"2561","55740","DIE-BACK","","","","{6730C4BC-1FF2-4034-B645-CE85F3D9AE95}"
"2568","55756","PHOMOPSIS ROT","","","","{655E0E9F-C78B-42F6-A5F0-2F049DE7F27C}"
"2569","55757","MELANOSE","","","","{8F2089C6-EAC7-469E-8D89-14C1009AE2DC}"
"2576","55767"," ","","","","{73EA35BF-9A43-4CB5-82A5-1F9949F36FB8}"
"2577","55767","BLACK KNOT","","","","{FB22B39B-CADD-48C3-BDC5-B6F8CB158F8A}"
"2582","55774","FRUIT ROT","","","","{1002695A-A742-4F70-9133-FE977921161D}"
"2583","55774","LEAF SPOT","","","","{0A8EC76A-C0FD-4172-9F3A-E20C2D35B4FB}"
"2584","55774","TOMATO STEM ROT","","","","{B1393AB7-B251-427C-9FC3-9465EC4394C6}"
"3343","56518","WOOD ROT","","","","{BCD75039-C43E-4007-A2E7-787631AB4FD8}"
"3345","56517","SCHYZOPHYLLUM ROT","","","","{19BD0438-496B-42AC-B3FE-F30A9923DD1F}"
"3362","56535","BULB (PRINCESS?) ROT","","","","{2C3EDC50-E715-4F5F-A17F-E9AEE83B874C}"
"3363","56535","WHITE ROT","","","","{4840DF09-E405-4A25-B986-883942A324E8}"
"3377","56534","BASAL STEM ROT","","","","{08B85E25-AF45-44D5-B6E1-64C171F456EB}"
"2847","56043","FLY SPECK","","","","{EAD8ADC7-E551-451D-AA7A-CC4912D80597}"
"2848","56043","SOOTY BLOTCH","","","","{359E3767-635A-43D0-A4A5-DED2FB1898E2}"
"2871","56066","ROOT ROT","","","","{E36FADF0-BD5F-445A-9775-072B85FCF865}"
"2882","56067","HORSE TAIL DISEASE","","","","{D7ABFCA4-A78E-4B24-987C-693C388B6FF1}"
"2904","56109","CROWN ROT","","","","{386A7E01-41BD-4BCD-BF13-6211FE190650}"
"2913","56123","FRUIT ROT","","","","{32617A8C-55F6-41ED-AECA-913E66603E68}"
"2914","56124","BROWN ROT","","","","{7101BAFC-DE2A-411A-B3FE-7D0EEBD52B03}"
"2915","56125","BLOSSOM BLIGHT","","","","{511368B0-534D-47F4-92FB-A0535BD52A7A}"
"2916","56125","MONILINIA LEAF BLIGHT","","","","{7B05A986-F17C-4014-B7EA-8D55E9847D14}"
"2921","56132","STORAGE ROT","","","","{52BE15F9-6923-42DE-9548-7A17AF2553BF}"
"2922","56133","FRUIT ROT","","","","{47785834-C798-4213-9B8C-8480B23E7D5F}"
"2923","56133","STORAGE ROT","","","","{02840A3E-61BE-4687-9E3F-5F7D5B74ED17}"
"2924","55876","LATERAL ENDROT","","","","{07F82AEB-B41C-4841-BC04-591E8DA5BF70}"
"2948","52940","BROWN LEAF SPOT","","","","{84CCBB4C-1DED-4792-A74A-6A7DDBB940F5}"
"2949","56150","LEAF SPOT","","","","{309240BC-96A4-4F22-9DB1-A58E84F7F67E}"
"2955","56157","LEAF SPOT","","","","{38289DA6-B2C4-4B79-82E4-9910D9885411}"
"2956","56157","TAR SPOT","","","","{FA3EBED8-1BBC-49A0-A800-297ED39735BC}"
"2979","56176","MINUTE LEAF","","","","{C9B2E2D0-ACB8-4554-A5FA-6BDE2564A3F1}"
"2980","56176","SQUIRTER","","","","{B2D3A77D-C0C4-4913-87F7-52A688ABC594}"
"2991","56192","BLUE MOULD ROT","","","","{99067C5D-418A-48B1-974D-0D3AACE07F5C}"
"2998","56199","DIEBACK","","","","{13C7B3FE-70D9-4805-962B-97F49D11AA95}"
"2999","56199","WOOD ROT","","","","{5BF69317-55C1-494B-8EF7-DC41950B043F}"
"3007","56216"," ","","","","{6375A849-AFB0-414D-B711-7E41ED8EA027}"
"3023","53101","FRUIT ROT","","","","{83436228-ED58-400A-8A46-C0278AC3F8A6}"
"3024","53101","GRAIN SPOT","","","","{C4AAA646-5C5F-4EF3-B3C2-187808752A67}"
"3030","56235","PERENNIAL CANKER","","","","{4C7F24E0-EA82-4788-80B8-1D589A78B7B8}"
"3031","56235","STORAGE ROT","","","","{FF349B36-218A-4BA2-82B4-DCF67A24215E}"
"3032","56233","CANKER","","","","{91CAEEB5-FAF4-4ECD-A991-6F2EA7711158}"
"3063","56268","GANGRENE","","","","{84163BB2-8842-45AD-837B-A1FD5DEB4ED2}"
"3064","56268","PHOMA ROT","","","","{2316F5BB-B668-42B0-8142-E9E058EB5AB0}"
"3065","56269","STEM-END ROT","","","","{022096A3-A52B-4882-B569-A1D66D2E03AB}"
"3071","56276","FRUIT ROT","","","","{86CBD89A-4020-4A88-A637-BC25CB5D58E4}"
"3072","56276","STEM ROT","","","","{59BDFDAC-52F2-4F95-81CE-A44B8D6849AF}"
"3090","56292","FRUIT ROT","","","","{0D3EA4A5-2756-4F09-A44C-8C7F706C2DAF}"
"3091","56292","RIPE FRUIT SPOT","","","","{CCA0993F-8AD9-4C3A-8E63-3AE9383CC057}"
"3114","56308","BLACK SPOT","","","","{5942FCD6-F2F1-4F19-846B-5C7FF2D22880}"
"3138","56335","LEAF SPOT","","","","{AB73EAA8-B4AA-40FC-93AF-05B688F25595}"
"3150","56349","APPLE RING ROT","","","","{7E6C3621-AA69-48B8-87A9-34F45F97DB1C}"
"3158","56343","BLACK CANKER","","","","{65F8C00D-C56D-4D78-BD50-B5DC99215E6F}"
"3163","56361","LEATHER ROT","","","","{E3A98BD5-95BB-4DC5-A1FD-6909B87E1D68}"
"3164","56361","ROOT ROT","","","","{6698BD83-1A1A-4803-B3EF-4B952602B82B}"
"3181","56366","CROWN ROT","","","","{730BE084-536A-4600-94AF-DDF6F793ED4C}"
"3182","56366","FOOT ROT","","","","{2B2F1A02-98A9-46A7-ADF4-6EFEC16EC8EE}"
"3183","56366","ROOT ROT","","","","{1818EF16-FA60-4DAE-AA82-10EB3A589884}"
"2547","55725","ROOT ROT","","","","{13A16A9C-20CC-4482-BE5D-91E86DDAC8BF}"
"2554","55739","LEAF SPOT","","","","{16C92F68-3C6B-458B-A4C4-58D043D2F8F5}"
"2562","55740","TWIG DIEBACK","","","","{2188D1F0-22EE-4E1F-B46D-A89B654DD0EE}"
"2565","55751"," ","","","","{FE091074-9791-4825-81B4-AE0092BE2202}"
"2570","55757","STEM END FRUIT ROT","","","","{00CA8C24-F456-4B52-8404-5E788F213DC9}"
"2571","55758","FRUIT ROT","","","","{AF1D01C8-5C29-4395-9DA0-809C390B28F0}"
"2572","55759","MELANOSE-LIKE BLEMISH","","","","{E42E129D-DC38-46F9-944B-F8C096490505}"
"2579","55773","APPLE APHID","","","","{A4B73520-FF0F-4604-B99F-62622946F9CB}"
"2580","55773","GREEN APPLE APHID","","","","{FFE9F008-ADD8-4901-9B48-3B8CE7650E75}"
"2581","55773","PERMANENT APPLE APHID","","","","{4D904EB1-9286-43A9-86F7-F6DA8E3E0BD5}"
"2588","55782","BLOTCH","","","","{A7DE5485-C492-4A46-968D-03E7FE98E488}"
"2589","55782","DIAPORTHE CANKER","","","","{555BDA82-D74E-401A-BF42-D3EA153B74FA}"
"2590","55782","MARSSONIAN BLOTCH","","","","{318E6097-012F-4006-B37A-9AAEB9277FD3}"
"3347","56528","BROWN ROT","","","","{F2EC1E8F-192C-4CCF-BD0A-515A3BF7B2AD}"
"3348","56528","TWIG CANKER","","","","{03A08DFA-8BA2-43D7-A31B-2DD1FCE88528}"
"3424","56591","POWDERY MILDEW","","","","{2B6083D3-BA75-4A5C-9F76-36DCCD46C676}"
"3432","56602","LEAF HANGUS","","","","{0D1F847F-DFA9-4B6A-B4A3-E543C4F35788}"
"3433","56602","LEAF SCORCH","","","","{A34FA34E-5246-40E4-BA4B-E08B2CBFF15D}"
"3439","56610","GREY LEAF SPOT","","","","{EC127CF8-2BC7-4790-8BD0-E3FA6F296DEB}"
"3456","56636","LEAF CURL","","","","{45AF4C56-45CE-4CA0-B53A-0D1356676EFD}"
"3458","56634","LEAF CURL","","","","{3C9B6E29-71CE-4968-9A48-E9FB5D803EF6}"
"3472","56651","WOOD ROT","","","","{455FC64F-AF24-4C92-88A5-7A136BD6CA55}"
"3476","56658","WOOD ROT","","","","{8FA0E2A7-E790-4538-B2A5-6E19DCEE0B60}"
"3482","56668","PINK MOULD","","","","{83ACED67-976B-4C05-B0F3-61FBDB34ED1E}"
"3483","56668","PINK ROT","","","","{2347729B-0542-43B8-A076-CFDA080ECF59}"
"3484","56669"," ","","","","{DC77C878-4D54-4451-A6D7-BF0EBD45B821}"
"3492","56683","RUST","","","","{CDFED8A5-8586-433D-BC7E-401A5D576DB5}"
"1133","53885","SEED AMBROSIA BEETLE","","","","{622634FA-B992-4A7C-8932-7737C06942B2}"
"1143","53902","MANGO NUT WEEVIL","","","","{16C0A6F7-2F94-4E6B-9B4C-135F0BC14892}"
"1144","53902","MANGO SEED WEEVIL","","","","{9A8C4A5A-5096-42D0-8661-D2EE3B2D065F}"
"1158","53912","SPOTTED VEGETABLE WEEVIL","","","","{4E7AEC81-5F22-49BC-9541-93CFD0F0B705}"
"1183","53952","LUCERNE WEEVIL","","","","{467DBD81-ACAB-4997-A694-5901F0B2630F}"
"1184","53954","ARGENTINE STEM WEEVIL","","","","{95CF2716-437E-478E-A891-69A86794BDB2}"
"1185","53954","WHEAT STEM WEEVIL","","","","{30FF7783-FE75-451F-A8F6-1470A78F5760}"
"1192","53968"," ","","","","{BCFE75A8-01DE-4C69-9D35-91FCEAB57E8C}"
"1193","53971","FRUIT-TREE ROOT WEEVIL","","","","{8659349C-1C29-4A2C-9C51-0B49FCD17ABE}"
"27371","110235","small bedstraw","0","","","{9F7C0333-0273-4677-9751-7E8443B269A3}"
"1201","53979","VEGETABLE WEEVIL","","","","{440C2A37-898A-4F61-ACFA-D917A19D4E2B}"
"1208","53986","SPINELEGGED CITRUS WEEVIL","","","","{37E47D35-D05A-4221-AC17-549DF4ECDBCC}"
"3378","56534","ROOT ROT","","","","{93707263-B1D6-43F6-AAD6-025E463404F5}"
"3379","56534","STEM ROT","","","","{AA038D3D-C4DA-4DD1-BD4F-F7D3CFEB5954}"
"3386","56550","FELTY FUNGUS","","","","{F035FCE5-1E65-44D0-AA0C-083810C58948}"
"3387","56551","BROWN FELT FUNGUS","","","","{552E12BA-ED31-406E-AD85-5393E76CF2D1}"
"3388","56551","TWIG GIRDLE","","","","{B80F8B6B-F1E1-4637-92BD-799716DF9947}"
"3393","56558","LEAF SPOT","","","","{D0CD950A-48C7-4E49-AF4A-D5CD41EDA1A6}"
"3401","56566","ANNULAR LEAF SPOT","","","","{C844B1CD-C661-4807-9852-09148778A436}"
"3402","56566","SEPTORIA LEAF SPOT","","","","{DDF644E1-DE24-40C6-A4B2-C1F8DE0DACAA}"
"4124","57441"," ","","","","{96F6BA28-D934-4379-85DA-7946382BD19D}"
"4134","57451","WAXY SCALE","","","","{40E05F3F-055A-4DD3-9E27-E345EDFD8A4F}"
"4144","57456","CERIFEROUS WAX SCALE","","","","{03F2A560-32FF-499C-961F-B86D293C7AEF}"
"4149","57458","FIG WAX SCALE","","","","{86A03280-7A66-4BA0-AA1F-1BBFAD62F35C}"
"4150","57459","CHINESE WAX SCALE","","","","{46769E37-7F5D-41E6-8970-6D43DB61F49B}"
"4151","57450"," ","","","","{CC805CD3-03BD-436F-A05B-610D5EABE1C6}"
"4159","57466","BROWN SOFT SCALE","","","","{B147DB42-C9A4-4E65-A69A-3BB1BF712E47}"
"4160","57466","COMMON SHIELD SCALE","","","","{66B79B2E-75D4-40B4-B2E9-7A258F112200}"
"4161","57466","SOFT BROWN SCALE","","","","{38D6864A-85E2-4A9B-8600-3A527034570C}"
"4166","57468","MANGO SOFT SCALE","","","","{E0414579-16DA-45B6-977F-F61A844371C0}"
"4169","63707"," ","","","","{5C28004F-66DE-4D35-99BB-6DFD8E3DD6B8}"
